particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
26,1,-3393,-8482,-3392,-8412,100-200,800-900,fiber/filament,brown,,,26,V2.25,e45917b196311ecc6490851d919aa811,0.813801133,0.7,TRUE,4.563563085,4,TRUE,TRUE,4,3,DiamondPeak_March162022_top_100_26-500001.CSV,CC BY-NC,V2.25,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,9c015c9d3221627e0082d4a11ef768cd,4.107605324,win cowger and sebastian primpke,ftir,fibre_linen,"polymer, minerals, organic materials",reflectance_4_h9_3,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.936879928
27,2,-3258,-10019,-4048,-10593,50-100,50-100,fragment,brown,,,27,V2.26,8a4f9147aa6a26c329eac8964dcf5f63,0.882918056,0.7,TRUE,6.897894167,4,TRUE,TRUE,5,3,DiamondPeak_March162022_top_100_26-500002.CSV,CC BY-NC,V2.26,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e95622abda716a93eacd20c12bd7a04a,4.821292794,win cowger and sebastian primpke,ftir,fibre_turf,"polymer, minerals, organic materials",reflectance_5_a12_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_turf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.962091515
28,3,-3110,-8406,-2725,-7724,50-100,50-100,film,translucent,,,28,V2.27,d17f8cae31a6d96f2869bfb81ce34938,0.806555631,0.7,TRUE,7.330869563,4,TRUE,TRUE,6,3,DiamondPeak_March162022_top_100_26-500003.CSV,CC BY-NC,V2.27,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,2dfc8f75a38b895571706861b9cc9b13,11.48383668,"flopp, de frond et al. 2021",ftir,c11. pink fiber,polymers,c11. pink fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,13:07:15,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,8/26/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.973158018
29,4,-3081,-11181,-2364,-11441,100-200,100-200,fragment,brown,,,29,V2.28,5b0dd79fa633a504d5097262ae528e6a,0.829791557,0.7,TRUE,8.596193957,4,TRUE,TRUE,7,3,DiamondPeak_March162022_top_100_26-500004.CSV,CC BY-NC,V2.28,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,3aa010804380ae1708edd136d27ff55f,487.5064542,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2007 9:13,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.98971893
30,5,-3004,-10655,-2365,-9922,50-100,50-100,fragment,black,,,30,V2.29,f8109fc94e1436b9571660cd0d1910b6,0.796011109,0.7,TRUE,4.855734458,4,TRUE,TRUE,8,3,DiamondPeak_March162022_top_100_26-500005.CSV,CC BY-NC,V2.29,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,0df96499018a368ee47a0656d12f519c,24.21710143,win cowger and sebastian primpke,ftir,coal,"polymer, minerals, organic materials",reflectance_4_c5_0,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,found missing wwtp check,coal,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,other material,not plastic,,other material,0.971863303
31,6,-2648,-21636,-2110,-21758,<50,100-200,fiber/filament,white ,,,31,V2.30,8cc5b112a3dd98a4c0c9491ccc965c05,0.865064021,0.7,TRUE,7.264168331,4,TRUE,TRUE,9,3,DiamondPeak_March162022_top_100_26-500006.CSV,CC BY-NC,V2.30,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,51a85e3bf062e6c49c9b8edb7c99d8e9,4.504332764,win cowger and sebastian primpke,ftir,fibre_poplar_down,"polymer, minerals, organic materials",reflectance_5_a10_0,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_poplar_down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.988249241
32,7,-2525,-17692,-2833,-17873,<50,600-700,fiber/filament,red,looks like pink,,32,V2.31,2e2f0700c0ffe50a9b45ebfe3fbccfdd,0.887955627,0.7,TRUE,11.72331523,4,TRUE,TRUE,10,3,DiamondPeak_March162022_top_100_26-500007.CSV,CC BY-NC,V2.31,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,94c04577d6646b613ddfb1e6267ad286,10.11176807,moore institute for plastic pollution research,ftir,pest,polymers and minerals,mippr_28616na,,,,,,,,,reflectance,,,,,,nicolet in10,,,,,,,,,,,,,,,,,,,moore institute for plastic pollution research,,,,,,,,,,,,,,,,,,,,,,,cc by-nc,376,427,427,0,4,bip,"0.000025000, 0.000025000","microplastic particles scanned with ultrafast scanning, reduced to ~30 representative spectra from hundreds of thousands of spectra",,,,,,,,,,,,,,,,,,,,,,heather szafranski,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyesters,plastic,,polyesters,0.968240248
33,8,-2242,-10023,-2027,-9074,<50,400-500,fiber/filament,translucent,,,33,V2.32,62e2cdd70797e7571038172e1a243b10,0.817230075,0.7,TRUE,35.1198762,4,TRUE,TRUE,11,3,DiamondPeak_March162022_top_100_26-500008.CSV,CC BY-NC,V2.32,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,a5a614b50dba92f7ad32db1358041d76,60.54761964,"flopp, de frond et al. 2021",ftir,pet 10. purple fiber bundle,polymers,pet 10. purple fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:44:41,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,polyterephthalates,plastic,poly(ethylene terephthalate),polyterephthalates,0.982014731
34,9,-2230,-7830,-1868,-7219,50-100,100-200,film,brown,,,34,V2.33,20e7623e4a4ef9243806aba7e9cd0133,0.836043,0.7,TRUE,4.880499114,4,TRUE,TRUE,1,4,DiamondPeak_March162022_top_100_26-500009.CSV,CC BY-NC,V2.33,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b2957efed12e1bd5fe964def6132a817,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
35,10,-2227,-15039,-1682,-14988,100-200,100-200,film,translucent,"has some brown in it, mostly translucent",,35,V2.34,f810103e05c75bbbc7a9180214e5051e,0.83127787,0.7,TRUE,4.163250507,4,TRUE,TRUE,2,4,DiamondPeak_March162022_top_100_26-500010.CSV,CC BY-NC,V2.34,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8df5b5d51a65046070b2982b296fc649,34.55024884,kimmel_center,ftir,"fulvic acid (soli masmia, israel; a. nissenbaum)","organic materials, minerals, archeology","./fulvic acid (soli masmia, israel, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/2/2007 9:07,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.967719567
36,11,-2222,-22021,-1987,-21738,50-100,100-200,film,brown,,,36,V2.35,28ba2f2729c351fb896bccf0f5092508,0.748229161,0.7,TRUE,4.179817834,4,TRUE,TRUE,3,4,DiamondPeak_March162022_top_100_26-500011.CSV,CC BY-NC,V2.35,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,cd89528463e60c4942d33ae09ce48702,37.50806236,kimmel_center,ftir,recent pollen 1,"organic materials, minerals, archeology",./pollen honey comb 1 recent.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.964233,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/8/2010 15:34,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,mineral,0.931963974
37,12,-1883,-20477,-1670,-19895,50-100,50-100,film,brown,,,37,V2.36,168ad6bbe951e5da24840ca141ee33d0,0.701106779,0.7,TRUE,7.200041403,4,TRUE,TRUE,4,4,DiamondPeak_March162022_top_100_26-500012.CSV,CC BY-NC,V2.36,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f672bfc2cbbdc3765536cc49a7bb91b7,7.136739679,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",reflectance_7_g10_0,,,,,,,,,reflectance,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.913668056
38,13,-1637,-10142,-692,-10266,<50,1000-2000,fiber/filament,translucent,,,38,V2.37,01753a31301e577c5d672fece8b9f15c,0.833826007,0.7,TRUE,4.601192823,4,TRUE,TRUE,5,4,DiamondPeak_March162022_top_100_26-500013.CSV,CC BY-NC,V2.37,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4f867cfbbb39ae2f319b8f232eebaae8,4.501920609,win cowger and sebastian primpke,ftir,fibre_indian_raw_cotton,"polymer, minerals, organic materials",reflectance_4_h8_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_indian_raw_cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.977185936
39,14,-1461,-22677,-975,-22441,50-100,100-200,fragment,brown,,,39,V2.38,8f99c23ab1c54b09fc3773bd1e3aa315,0.854238498,0.7,TRUE,8.032471688,4,TRUE,TRUE,6,4,DiamondPeak_March162022_top_100_26-500014.CSV,CC BY-NC,V2.38,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e71d81f7e04ceca67f600e3717f8a9cd,7.192534475,usda,ftir,soil,soil,127397xs01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.975473611
40,15,-1400,-18187,-1335,-17867,50-100,200-300,film,translucent,,,40,V2.39,b2c045844d84dac75d8c3229375d753a,0.859293387,0.7,TRUE,7.415807765,4,TRUE,TRUE,7,4,DiamondPeak_March162022_top_100_26-500015.CSV,CC BY-NC,V2.39,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b4cbccbc45fc073a74e7d63650feffe7,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
41,16,-1305,-5761,-1402,-5672,<50,300-400,fiber/filament,translucent,,,41,V2.40,e42f6ddbda160f2a9b764f2a3475ce9e,0.758098529,0.7,TRUE,5.719987332,4,TRUE,TRUE,8,4,DiamondPeak_March162022_top_100_26-500016.CSV,CC BY-NC,V2.40,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8a5f092766793ebadffc538f0c85d34d,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
42,17,-770,-21377,-663,-21560,<50,700-800,fiber/filament,translucent,,,42,V2.41,b2c045844d84dac75d8c3229375d753a,0.868124851,0.7,TRUE,6.677995324,4,TRUE,TRUE,9,4,DiamondPeak_March162022_top_100_26-500017.CSV,CC BY-NC,V2.41,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,41c2414f1e70c51bc1e41b6c7ac14209,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
43,18,-718,-23779,-1136,-23610,50-100,50-100,fragment,white ,,,43,V2.42,3d9a18a87de99588c8e2331b19f8a5fc,0.898902398,0.7,TRUE,6.232132622,4,TRUE,TRUE,10,4,DiamondPeak_March162022_top_100_26-500018.CSV,CC BY-NC,V2.42,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,12be8db2be06fbf38b6288f1b28d00db,9.479601289,moore institute for plastic pollution research,ftir,epidote,polymers and minerals,mippr_252942 - epidote.rds,,,,,,,,,reflectance,,,,,,nicolet in10,,,,,,,,,,,,,,,,,,,moore institute for plastic pollution research,,,,,,,,,,,,,,,,,,,,,,,cc by-nc,166,181,427,0,4,bip,"0.000025000, 0.000025000","minerals may not be exact match to material listed as they were extracted from mineral aggregates containing the listed material, so they may just be spatially related.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,mineral,not plastic,,mineral,0.962564122
44,19,-599,-11542,-789,-11360,<50,50-100,fragment,brown,,,44,V2.43,153254d0ae4ead546ebd9de8f5b7d45a,0.805231941,0.7,TRUE,4.190972378,4,TRUE,TRUE,11,4,DiamondPeak_March162022_top_100_26-500019.CSV,CC BY-NC,V2.43,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,7a3f486f5958df581c62a9d3f2d7a2b9,6.926434802,usda,ftir,soil,soil,107698xs04_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.983492437
45,20,-531,-8928,22,-8207,<50,900-1000,fiber/filament,blue,,,45,V2.44,01753a31301e577c5d672fece8b9f15c,0.780924167,0.7,TRUE,5.448246369,4,TRUE,TRUE,1,5,DiamondPeak_March162022_top_100_26-500020.CSV,CC BY-NC,V2.44,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,88550e54cd42985e74b489a023a304fe,4.501920609,win cowger and sebastian primpke,ftir,fibre_indian_raw_cotton,"polymer, minerals, organic materials",reflectance_4_h8_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_indian_raw_cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.977185936
46,21,-318,-12553,-508,-12470,50-100,50-100,fragment,brown,,,46,V2.45,20e7623e4a4ef9243806aba7e9cd0133,0.817745528,0.7,TRUE,3.965990018,4,FALSE,FALSE,2,5,DiamondPeak_March162022_top_100_26-500021.CSV,CC BY-NC,V2.45,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,216907dbf590bfc74e421714cff95645,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
47,22,-267,-5885,-197,-5880,50-100,50-100,film,translucent,,,47,V2.46,2faa9a5f391b206b41f4f31fe4e6a94a,0.762317048,0.7,TRUE,5.299167537,4,TRUE,TRUE,3,5,DiamondPeak_March162022_top_100_26-500022.CSV,CC BY-NC,V2.46,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,2307113c25beba0c69a9fa4f5453425a,6.785500248,kimmel_center,ftir,"fibers agave americana (dvira, israel)","organic materials, minerals, archeology","./fibers agave americana (dvira, israel).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/2007 13:11,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.808529704
48,23,-266,-8286,-359,-7034,200-300,200-300,fragment,brown,,,48,V2.47,8a4f9147aa6a26c329eac8964dcf5f63,0.813294138,0.7,TRUE,4.998907392,4,TRUE,TRUE,4,5,DiamondPeak_March162022_top_100_26-500023.CSV,CC BY-NC,V2.47,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8197a337d5b84925eea55233f63399d0,4.821292794,win cowger and sebastian primpke,ftir,fibre_turf,"polymer, minerals, organic materials",reflectance_5_a12_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_turf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.962091515
49,24,-156,-21263,-656,-19897,<50,3000-4000,fiber/filament,translucent,,,49,V2.48,40f0628d56e4b3a859505e5c1de529de,0.888298989,0.7,TRUE,7.087416887,4,TRUE,TRUE,5,5,DiamondPeak_March162022_top_100_26-500024.CSV,CC BY-NC,V2.48,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,0d15cdc5830dbc3483f00657fe1bbb9a,6.025149149,moore institute for plastic pollution research,ftir,pest,polymers and minerals,mippr_286355na,,,,,,,,,reflectance,,,,,,nicolet in10,,,,,,,,,,,,,,,,,,,moore institute for plastic pollution research,,,,,,,,,,,,,,,,,,,,,,,cc by-nc,376,427,427,0,4,bip,"0.000025000, 0.000025000","microplastic particles scanned with ultrafast scanning, reduced to ~30 representative spectra from hundreds of thousands of spectra",,,,,,,,,,,,,,,,,,,,,,heather szafranski,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyesters,plastic,,polyesters,0.98030246
50,25,-152,-3954,-198,-3472,50-100,100-200,fragment,brown,,,50,V2.49,20e7623e4a4ef9243806aba7e9cd0133,0.758601475,0.7,TRUE,6.140536836,4,TRUE,TRUE,6,5,DiamondPeak_March162022_top_100_26-500025.CSV,CC BY-NC,V2.49,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,5e2d56bed2379ba3f8098cd98753bcbe,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
