particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
26,1,-3416,-18422,-3047,-19349,100-200,200-300,film,translucent,,,26,V2.25,b2c045844d84dac75d8c3229375d753a,0.794978654,0.7,TRUE,9.660966312,4,TRUE,TRUE,6,3,PaigeMeadow_March162022_top_100_26-500001.CSV,CC BY-NC,V2.25,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,d4f1784f901ff4e94c841d10a5996f0d,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
27,2,-3075,-21221,-3627,-20832,1000-2000,1000-2000,fragment,brown,,,27,V2.26,06a46e8a66667a1232cad037eda4054c,0.838887557,0.7,TRUE,6.58751785,4,TRUE,TRUE,7,3,PaigeMeadow_March162022_top_100_26-500002.CSV,CC BY-NC,V2.26,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6eb2f1bdd54c160a509ccdbbe6358aeb,6.909841275,win cowger and sebastian primpke,ftir,fibre_jute,"polymer, minerals, organic materials",reflectance_5_a7_0,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_jute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.975377532
28,3,-3060,-19061,-2878,-19446,300-400,400-500,fragment,brown,,,28,V2.27,3ffc498c75f4d3ba2ea45530f27a934b,0.788055697,0.7,TRUE,4.772901186,4,TRUE,TRUE,8,3,PaigeMeadow_March162022_top_100_26-500003.CSV,CC BY-NC,V2.27,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,3c1ec8038d7675555c5d07ac91d95041,10.64521344,kimmel_center,ftir,res 11 boswellia sacra,"organic materials, minerals, archeology",./resin tree modern boswellia sacra.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/05/2008 18:52:00,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.897596658
29,4,-3028,-14565,-3212,-14728,50-100,50-100,fragment,brown,,,29,V2.28,100e68fe02c46db8ba451607038b4d06,0.883209856,0.7,TRUE,5.005848319,4,TRUE,TRUE,9,3,PaigeMeadow_March162022_top_100_26-500004.CSV,CC BY-NC,V2.28,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,907132e82a21351e46893645f94afd8a,7.123948413,usda,ftir,soil,soil,127438xs03_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.978661543
30,5,-3015,-12706,-2829,-14851,50-100,50-100,fragment,white ,translucent-white,,30,V2.29,1d2d10f86d4dcf340fc39be614c13fb0,0.747526959,0.7,TRUE,5.880163624,4,TRUE,TRUE,10,3,PaigeMeadow_March162022_top_100_26-500005.CSV,CC BY-NC,V2.29,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f15a44fb165dc3fb933ef9ac3aff82d7,8.236149208,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",reflectance_6_h9_0,,,,,,,,,reflectance,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.929485007
31,6,-2891,-12090,172,-13477,50-100,50-100,film,brown,"**spectra looked bad (recollected, don't count this point during analysis)",,31,V2.30,82bae9708b937fc06a344ac743dd62c1,0.745091048,0.7,TRUE,9.105248887,4,TRUE,TRUE,1,4,PaigeMeadow_March162022_top_100_26-500006.CSV,CC BY-NC,V2.30,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,1114484a9770d4d5c90ff4f658fae7be,42.29366635,rruff,raman,priceite,minerals,priceite__r110008__broad_scan__780__0__unoriented__raman_data_raw__22006,rruff,r110008,ca_2_b_5_o_7_(oh)_5_&#183;h_2_o,synthetic,jin-xiao mi,the identification of this mineral has been confirmed by single-crystal x-ray diffraction.,rruff.info/r110008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spherical aggregates of colorless thin bladed crystals with distinct cleavage along the blades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.804083858
32,7,-2846,-11668,-5558,-11045,100-200,200-300,fragment,brown,,,32,V2.31,5cf0aeaf1404351901fad4cdcc937bd4,0.848027843,0.7,TRUE,5.465067813,4,TRUE,TRUE,2,4,PaigeMeadow_March162022_top_100_26-500007.CSV,CC BY-NC,V2.31,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8aac3803768447a7926df721d7a0af67,393.4160936,kimmel_center,ftir,"collagen (fossil >50,000 bp)","organic materials, minerals, archeology","./collagen (fossil  more than 50,000 bp).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2007 13:40,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.986796265
33,8,-2781,-9683,-4023,-8197,50-100,50-100,fragment,brown,,,33,V2.32,20e7623e4a4ef9243806aba7e9cd0133,0.837357942,0.7,TRUE,4.570563622,4,TRUE,TRUE,3,4,PaigeMeadow_March162022_top_100_26-500008.CSV,CC BY-NC,V2.32,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ef2f37517fe6169c24acd0ac5b2a30d9,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
34,9,-2294,-18249,-2184,-19396,50-100,50-100,film,translucent,,,34,V2.33,5b0dd79fa633a504d5097262ae528e6a,0.906339048,0.7,TRUE,10.39639888,4,TRUE,TRUE,4,4,PaigeMeadow_March162022_top_100_26-500009.CSV,CC BY-NC,V2.33,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ae8b06bf9925f7f541a71057f3908ed6,487.5064542,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2007 9:13,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.98971893
35,10,-2170,-19326,-1951,-19684,50-100,100-200,fragment,translucent,"** this point was saved as a background (recollected, don't count this point during analysis)",,35,V2.34,8cc5b112a3dd98a4c0c9491ccc965c05,0.661984018,0.7,FALSE,3.956320895,4,FALSE,FALSE,5,4,PaigeMeadow_March162022_top_100_26-500010.CSV,CC BY-NC,V2.34,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8da293bb6d5f205db5128207118527ed,4.504332764,win cowger and sebastian primpke,ftir,fibre_poplar_down,"polymer, minerals, organic materials",reflectance_5_a10_0,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_poplar_down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.988249241
36,11,-1783,-20044,-1564,-19966,100-200,300-400,fragment,translucent,,,36,V2.35,b2c045844d84dac75d8c3229375d753a,0.780548877,0.7,TRUE,9.265655599,4,TRUE,TRUE,6,4,PaigeMeadow_March162022_top_100_26-500011.CSV,CC BY-NC,V2.35,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,3a9b1252769b7dcb1e226f34bded6e8b,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
37,12,-1746,-11725,-368,-12029,<50,50-100,fragment,brown,,,37,V2.36,52837a31a8d5d68794776db159159467,0.523517097,0.7,FALSE,4.314749411,4,TRUE,FALSE,7,4,PaigeMeadow_March162022_top_100_26-500012.CSV,CC BY-NC,V2.36,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6a012e46a10f20beaa602017ad7ffe49,7.746333085,win cowger and sebastian primpke,ftir,paint,"polymer, minerals, organic materials",reflectance_3_h7_0,,,,,,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,other plastic,plastic,,other plastic,0.742060709
38,13,-1589,-2788,-2042,-2900,100-200,200-300,fragment,brown,,,38,V2.37,168ad6bbe951e5da24840ca141ee33d0,0.793549772,0.7,TRUE,8.60966972,4,TRUE,TRUE,8,4,PaigeMeadow_March162022_top_100_26-500013.CSV,CC BY-NC,V2.37,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,a5912583dbde8a344f76378ea6c522ec,7.136739679,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",reflectance_7_g10_0,,,,,,,,,reflectance,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.913668056
39,14,-1503,-23258,-1251,-23515,100-200,100-200,fragment,brown,,,39,V2.38,8f385cb4b2c9baefc170e29f13a9b2f0,0.816893577,0.7,TRUE,52.81346535,4,TRUE,TRUE,9,4,PaigeMeadow_March162022_top_100_26-500014.CSV,CC BY-NC,V2.38,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,fd97f43617a4f80687dce87306aaf23e,1349.30012,rruff,raman,leucite,minerals,leucite__r060300__broad_scan__780__0__unoriented__raman_data_raw__21366,rruff,r060300,k(si_2_al)o_6_,"alban hills, rome province, latium, italy",herb obodda,the identification of this mineral has been confirmed by x-ray diffraction and chemical analysis,rruff.info/r060300,(k_0.98_na_0.02_)_=1_al_1.00_si_2.00_o_6_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,colorless complete pseudocubic crystal showing trapezohedral faces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.979564733
40,15,-1442,-17332,-264,-18337,<50,<50,fragment,brown,,,40,V2.39,45e6b3d089c8f1eb3526bf27c9cdb633,0.819200222,0.7,TRUE,6.344370566,4,TRUE,TRUE,10,4,PaigeMeadow_March162022_top_100_26-500015.CSV,CC BY-NC,V2.39,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f560b88a42335fa44f09927ba4dd7653,15.06956612,kimmel_center,ftir,recent pollen 3 pinus,"organic materials, minerals, archeology",./pollen 3 pinus recent.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.964233,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/8/2010 15:48,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.904896176
41,16,-1333,-6602,-1110,-6344,50-100,50-100,fragment,brown,,,41,V2.40,168ad6bbe951e5da24840ca141ee33d0,0.747922216,0.7,TRUE,10.57653313,4,TRUE,TRUE,1,5,PaigeMeadow_March162022_top_100_26-500016.CSV,CC BY-NC,V2.40,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,bab49467392eedb15e46dd474dff374b,7.136739679,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",reflectance_7_g10_0,,,,,,,,,reflectance,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.913668056
42,17,-1183,-13775,-564,-14982,<50,100-200,fiber/filament,translucent,,,42,V2.41,45080641d25796f832aa90164d100f86,0.882375503,0.7,TRUE,5.483121945,4,TRUE,TRUE,2,5,PaigeMeadow_March162022_top_100_26-500017.CSV,CC BY-NC,V2.41,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,33ffd6551535052b5c21b671498ef7b3,12.44360513,"flopp, de frond et al. 2021",ftir,cotton 13. yellow fiber,polymers,cotton 13. yellow fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,16:49:34,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,2/13/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.987585685
43,18,-936,-18899,-1948,-19863,100-200,100-200,fragment,translucent,,,43,V2.42,a5d4409e1aafdc15e5def6b2cba387ee,0.801871227,0.7,TRUE,6.007654996,4,TRUE,TRUE,3,5,PaigeMeadow_March162022_top_100_26-500018.CSV,CC BY-NC,V2.42,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,7834256813f68495b2e2f7b41b61dd72,6.670444707,aline carvalho,ftir,polypropylene,polymers,polypropylene_88_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.903104787
44,19,-828,-5616,-727,-6622,100-200,200-300,fragment,brown,,,44,V2.43,166da6e1ae81fd05f767af15f1210b26,0.746452999,0.7,TRUE,4.506509738,4,TRUE,TRUE,4,5,PaigeMeadow_March162022_top_100_26-500019.CSV,CC BY-NC,V2.43,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,044cc73f9abb78cae624ee161244972c,6.138456077,usda,ftir,soil,soil,73645xs02_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989551414
45,20,-662,-6069,-1710,-6772,50-100,100-200,fragment,brown,,,45,V2.44,109c46372c116b2a63dd2d6774ae8b64,0.823140256,0.7,TRUE,4.627516497,4,TRUE,TRUE,5,5,PaigeMeadow_March162022_top_100_26-500020.CSV,CC BY-NC,V2.44,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,60407b5797de586cee461b6ec31755ae,7.252690901,usda,ftir,soil,soil,127437xs03_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.983640053
46,21,-595,-18463,-2580,-20016,<50,100-200,fragment,translucent,,,46,V2.45,3ffc498c75f4d3ba2ea45530f27a934b,0.797806729,0.7,TRUE,6.109919109,4,TRUE,TRUE,6,5,PaigeMeadow_March162022_top_100_26-500021.CSV,CC BY-NC,V2.45,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,3de14babd1f834562d585c3996fe364e,10.64521344,kimmel_center,ftir,res 11 boswellia sacra,"organic materials, minerals, archeology",./resin tree modern boswellia sacra.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/05/2008 18:52:00,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.897596658
47,22,-153,-15061,163,-15199,100-200,200-300,fragment,translucent,,,47,V2.46,e42f6ddbda160f2a9b764f2a3475ce9e,0.830717444,0.7,TRUE,8.815748603,4,TRUE,TRUE,7,5,PaigeMeadow_March162022_top_100_26-500022.CSV,CC BY-NC,V2.46,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,1e5d452fbb2d4131a4ef332331d987f8,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
48,23,-32,-22990,451,-22363,50-100,50-100,fragment,brown,,,48,V2.47,97e248fdcf7edaa3a935fc118872377e,0.862982131,0.7,TRUE,9.259114112,4,TRUE,TRUE,8,5,PaigeMeadow_March162022_top_100_26-500023.CSV,CC BY-NC,V2.47,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,1a2b65031efe8fba02ccaa45d7702a74,8.8618884,usda,ftir,soil,soil,73642xs04_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.975515093
49,24,18,-4717,1248,-3319,50-100,200-300,fragment,brown,,,49,V2.48,b08cc334650263edc924e6e07e33928c,0.870625622,0.7,TRUE,5.886991949,4,TRUE,TRUE,9,5,PaigeMeadow_March162022_top_100_26-500024.CSV,CC BY-NC,V2.48,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,557df22e460de145690c69e53ce7664c,6.110953563,kimmel_center,ftir,olive pit fresh_peel,"organic materials, minerals, archeology",./olive pit outer cuticle.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/05/2008 17:57:12,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.796511144
50,25,231,-16665,1061,-16423,50-100,50-100,fragment,brown,,,50,V2.49,fc93c81cc2f0f5cf2a18161ba9fd2695,0.832210921,0.7,TRUE,19.95870407,4,TRUE,TRUE,10,5,PaigeMeadow_March162022_top_100_26-500025.CSV,CC BY-NC,V2.49,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6e24a5d7c1121151ea38e72e5ab5b6bb,29.63730206,moore institute for plastic pollution research,ftir,muscovite,polymers and minerals,mippr_332739 - muscovite.rds,,,,,,,,,reflectance,,,,,,nicolet in10,,,,,,,,,,,,,,,,,,,moore institute for plastic pollution research,,,,,,,,,,,,,,,,,,,,,,,cc by-nc,166,169,427,0,4,bip,"0.000025000, 0.000025000","minerals may not be exact match to material listed as they were extracted from mineral aggregates containing the listed material, so they may just be spatially related.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,mineral,not plastic,,mineral,0.964307144
