particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
56,6,,,-5044,-14025,<50,50-100,fiber/filament,translucent,,,6,intensity.5,7c5dcb1491ae85a82e25c7f9940c389d,0.853860361,0.7,TRUE,10.71103952,4,TRUE,TRUE,6,1,CCSL_March142022_a_top_100_51-750006.CSV,CC BY-NC,intensity.5,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,9b39ece6975dfbac2cbf98057633ce71,16.23696161,"suja sukumaran, thermo fisher scientific",ftir,cellulose,"polymer, minerals, organic materials",36 suja,,,,,,,,,,,omnic correlation: 90,,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.88279662
57,7,,,-4784,-11506,50-100,50-100,fragment,translucent,,,7,intensity.6,e42f6ddbda160f2a9b764f2a3475ce9e,0.890317346,0.7,TRUE,5.94990801,4,TRUE,TRUE,7,1,CCSL_March142022_a_top_100_51-750007.CSV,CC BY-NC,intensity.6,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,d0c4c6189c4d671ec5a46d8a6c2fad7c,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
58,8,,,-4293,-9683,400-500,500-600,fragment,translucent,large particle,,8,intensity.7,8cc79e3af239e30f74dbfbe1e1f698f6,0.889858853,0.7,TRUE,23.82123795,4,TRUE,TRUE,8,1,CCSL_March142022_a_top_100_51-750008.CSV,CC BY-NC,intensity.7,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e8e83a88b5982ea4a58fd64d28e6b462,118.4212445,primpke et al. 2018,ftir,poly(vinyl stearate),"polymer, minerals, organic materials",198primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylesters,plastic,poly(vinyl stearate),other plastic,0.947346518
59,9,,,-4383,-20351,<50,100-200,fiber/filament,brown,,,9,intensity.8,bdb4422c5870d37aa60314d185a10db4,0.758574684,0.7,TRUE,8.471796009,4,TRUE,TRUE,1,2,CCSL_March142022_a_top_100_51-750009.CSV,CC BY-NC,intensity.8,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,faf671f1ef069c385d2aa2d3893a6f32,14.721581,win cowger and sebastian primpke,ftir,cotton,"polymer, minerals, organic materials",reflectance_2_h11_1,,,,,,,,,reflectance,,,,,,,black,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,fabric,california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,polyolefins (polyalkenes),0.833270213
60,10,,,-4034,-18399,50-100,800-900,fragment,translucent,large particle,,10,intensity.9,b2c045844d84dac75d8c3229375d753a,0.875760779,0.7,TRUE,8.435320879,4,TRUE,TRUE,2,2,CCSL_March142022_a_top_100_51-750010.CSV,CC BY-NC,intensity.9,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,da325e6960a12eafcbc18374c82ace67,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
61,11,,,-4092,-3914,<50,<50,sphere/spheroid,white ,Close to edge,,11,intensity.10,45e6b3d089c8f1eb3526bf27c9cdb633,0.860968079,0.7,TRUE,6.58742517,4,TRUE,TRUE,3,2,CCSL_March142022_a_top_100_51-750011.CSV,CC BY-NC,intensity.10,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,12e3695927e3b155ded52c1783d1e4f9,15.06956612,kimmel_center,ftir,recent pollen 3 pinus,"organic materials, minerals, archeology",./pollen 3 pinus recent.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.964233,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/8/2010 15:48,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.904896176
62,12,,,-4067,-7309,100-200,100-200,fragment,brown,Brown/white,,12,intensity.11,8b652374b67d0b62bfaf6cce01d1c775,0.823124102,0.7,TRUE,8.992891215,4,TRUE,TRUE,4,2,CCSL_March142022_a_top_100_51-750012.CSV,CC BY-NC,intensity.11,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b5b272d64c7c1afcffb429a9c2b6d281,10.48965705,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_3,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.965028649
63,13,,,-3592,-15064,50-100,100-200,fragment,brown,Brown/white,,13,intensity.12,f002d5e4d554c38cfea644f0f49bd3ec,0.856323643,0.7,TRUE,7.373788269,4,TRUE,TRUE,5,2,CCSL_March142022_a_top_100_51-750013.CSV,CC BY-NC,intensity.12,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4a13c93087674a347247e980a9f17dfb,6.511563941,usda,ftir,soil,soil,297982xn01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989121252
64,14,,,-3870,-18858,<50,<50,fragment,translucent,,,14,intensity.13,04d82475ebdc03488aa3bd048e5adf3a,0.817320188,0.7,TRUE,5.106544756,4,TRUE,TRUE,6,2,CCSL_March142022_a_top_100_51-750014.CSV,CC BY-NC,intensity.13,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b8f6e115b3ada2734ef9e874f978b6fd,15.54713474,primpke et al. 2018,ftir,cellulose,"polymer, minerals, organic materials",29primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.987008457
65,15,,,-3845,-17886,50-100,50-100,fragment,translucent,,,15,intensity.14,b2c045844d84dac75d8c3229375d753a,0.869593811,0.7,TRUE,8.500084898,4,TRUE,TRUE,7,2,CCSL_March142022_a_top_100_51-750015.CSV,CC BY-NC,intensity.14,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,dcf65e377dca43fcef558ddb8d68caa7,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
66,16,,,-3802,-14188,50-100,100-200,fragment,white ,Omnic open specy 80.40 polyolefins polyalkenes,,16,intensity.15,a5d4409e1aafdc15e5def6b2cba387ee,0.793508649,0.7,TRUE,6.029918875,4,TRUE,TRUE,8,2,CCSL_March142022_a_top_100_51-750016.CSV,CC BY-NC,intensity.15,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4e814e6679fee3714632f93e5c82870d,6.670444707,aline carvalho,ftir,polypropylene,polymers,polypropylene_88_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.903104787
67,17,,,-3559,-3288,100-200,100-200,fragment,translucent,"Close to edge, iffy spectra",,17,intensity.16,20e7623e4a4ef9243806aba7e9cd0133,0.808276635,0.7,TRUE,4.81905021,4,TRUE,TRUE,1,3,CCSL_March142022_a_top_100_51-750017.CSV,CC BY-NC,intensity.16,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,c6978fb0b45813dca40c2c4a1085a35d,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
68,18,,,-3227,-3336,<50,300-400,fiber/filament,translucent,Close to edge,,18,intensity.17,20e7623e4a4ef9243806aba7e9cd0133,0.815691943,0.7,TRUE,3.790340881,4,FALSE,FALSE,2,3,CCSL_March142022_a_top_100_51-750018.CSV,CC BY-NC,intensity.17,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,0ec7a40dede58f24464f40990c673369,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
69,19,,,-3545,-3679,<50,100-200,fragment,translucent,,,19,intensity.18,b2c045844d84dac75d8c3229375d753a,0.836941093,0.7,TRUE,6.752340469,4,TRUE,TRUE,3,3,CCSL_March142022_a_top_100_51-750019.CSV,CC BY-NC,intensity.18,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4613587a89a6e136f18289c3a043ec5a,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
70,20,,,-3416,-3816,50-100,50-100,fragment,brown,,,20,intensity.19,d9cc70b528e4ff309af9db07b66a83aa,0.76959023,0.7,TRUE,8.273260701,4,TRUE,TRUE,4,3,CCSL_March142022_a_top_100_51-750020.CSV,CC BY-NC,intensity.19,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b6a49d39f8992a1d257cba49ec9ca6fb,6.774405324,usda,ftir,soil,soil,107709xs03_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.987366827
71,21,,,-3174,-4689,100-200,100-200,fragment,white ,,,21,intensity.20,5b0dd79fa633a504d5097262ae528e6a,0.820093488,0.7,TRUE,9.575003284,4,TRUE,TRUE,5,3,CCSL_March142022_a_top_100_51-750021.CSV,CC BY-NC,intensity.20,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,889408c4b0ce02d8189c897cd95a329b,487.5064542,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2007 9:13,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.98971893
72,22,,,-3050,-9152,200-300,200-300,fragment,translucent,,,22,intensity.21,a5d4409e1aafdc15e5def6b2cba387ee,0.770330582,0.7,TRUE,6.819656235,4,TRUE,TRUE,6,3,CCSL_March142022_a_top_100_51-750022.CSV,CC BY-NC,intensity.21,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,5d896db94863f6d19b6c5404c3b05d07,6.670444707,aline carvalho,ftir,polypropylene,polymers,polypropylene_88_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.903104787
73,23,,,-3326,-12327,50-100,100-200,fragment,white ,"Omnic open specy 91 polyvinylesters, 88 other plastic",,23,intensity.22,8cc79e3af239e30f74dbfbe1e1f698f6,0.916665526,0.7,TRUE,25.88833273,4,TRUE,TRUE,7,3,CCSL_March142022_a_top_100_51-750023.CSV,CC BY-NC,intensity.22,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b9b6a015e501f2a660776af09c921243,118.4212445,primpke et al. 2018,ftir,poly(vinyl stearate),"polymer, minerals, organic materials",198primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylesters,plastic,poly(vinyl stearate),other plastic,0.947346518
74,24,,,-2942,-21358,200-300,800-900,fragment,brown,Width varies from 50-100 to 200-300,,24,intensity.23,b08cc334650263edc924e6e07e33928c,0.840842311,0.7,TRUE,5.984438516,4,TRUE,TRUE,8,3,CCSL_March142022_a_top_100_51-750024.CSV,CC BY-NC,intensity.23,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,aebe92bcaa5a59bc32190ff6751db643,6.110953563,kimmel_center,ftir,olive pit fresh_peel,"organic materials, minerals, archeology",./olive pit outer cuticle.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/05/2008 17:57:12,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.796511144
75,25,,,-2386,-20413,100-200,100-200,fragment,white ,,,25,intensity.24,5b0dd79fa633a504d5097262ae528e6a,0.827036262,0.7,TRUE,9.35646855,4,TRUE,TRUE,1,4,CCSL_March142022_a_top_100_51-750025.CSV,CC BY-NC,intensity.24,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,57a065049e03d7bf1302adc461dd0e7f,487.5064542,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2007 9:13,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.98971893
76,1,,,-2320,-5267,<50,200-300,fiber/filament,translucent,,,26,intensity.25,04d82475ebdc03488aa3bd048e5adf3a,0.881724869,0.7,TRUE,7.104514784,4,TRUE,TRUE,2,4,CCSL_March142022_a_top_100_76-1000001.CSV,CC BY-NC,intensity.25,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,71f613690ffcd21bd7c1357abb33d5a2,15.54713474,primpke et al. 2018,ftir,cellulose,"polymer, minerals, organic materials",29primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.987008457
77,2,,,-2334,-3636,<50,50-100,fragment,translucent,,,27,intensity.26,cc39c2afb0b27d316b546ffc2baed94e,0.746592049,0.7,TRUE,7.127020971,4,TRUE,TRUE,3,4,CCSL_March142022_a_top_100_76-1000002.CSV,CC BY-NC,intensity.26,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,d6235de823fc76dba969cae0331ce4d4,11.41904503,"suja sukumaran, thermo fisher scientific",ftir,cellulose,"polymer, minerals, organic materials",42 suja,,,,,,,,,,,omnic correlation: 87,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.939454745
78,3,,,-2715,-3560,50-100,100-200,fragment,white ,,,28,intensity.27,8cc79e3af239e30f74dbfbe1e1f698f6,0.860840052,0.7,TRUE,16.91740813,4,TRUE,TRUE,4,4,CCSL_March142022_a_top_100_76-1000003.CSV,CC BY-NC,intensity.27,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,88a4c76fa25039227c0570818e6fe553,118.4212445,primpke et al. 2018,ftir,poly(vinyl stearate),"polymer, minerals, organic materials",198primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylesters,plastic,poly(vinyl stearate),other plastic,0.947346518
79,4,,,-2194,-3618,<50,300-400,fiber/filament,translucent,,,29,intensity.28,f5f535788578f1949ebe08fa4368714c,0.843799504,0.7,TRUE,5.111356366,4,TRUE,TRUE,5,4,CCSL_March142022_a_top_100_76-1000004.CSV,CC BY-NC,intensity.28,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,cb37f1395a4cd86fa15de2dfbe2249f1,4.829600696,win cowger and sebastian primpke,ftir,fibre_cotton_combers,"polymer, minerals, organic materials",transmission_4_h4_1,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_combers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.977164081
80,5,,,-2608,-4229,<50,300-400,fiber/filament,translucent,,,30,intensity.29,e42f6ddbda160f2a9b764f2a3475ce9e,0.90102506,0.7,TRUE,5.927939957,4,TRUE,TRUE,6,4,CCSL_March142022_a_top_100_76-1000005.CSV,CC BY-NC,intensity.29,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6fe17ffde91046fedeb07d7927072779,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
81,6,,,-2231,-22443,50-100,50-100,fragment,white ,,,31,intensity.30,e08f6c1985ac63197f050aaa63062b19,0.790652667,0.7,TRUE,6.790662411,4,TRUE,TRUE,7,4,CCSL_March142022_a_top_100_76-1000006.CSV,CC BY-NC,intensity.30,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,dddb817739e0b09d98ea15d548ccb124,10.46111343,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",reflectance_4_e9_0,,,,,,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.850253222
82,7,,,-2209,-20718,<50,100-200,fiber/filament,purple,,,32,intensity.31,0a0c70341e79361a584fe9c23b9ea88b,0.86061972,0.7,TRUE,5.967833741,4,TRUE,TRUE,8,4,CCSL_March142022_a_top_100_76-1000007.CSV,CC BY-NC,intensity.31,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f84cbf469448bed3ca6fa2b9002eacb7,9.587897778,primpke et al. 2018,ftir,fibre linen,"polymer, minerals, organic materials",118primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibre,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.989969847
