particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
25,25,,,-8526,-16050,<50,200-300,fiber/filament,translucent,,,25,V2.49,e42f6ddbda160f2a9b764f2a3475ce9e,0.800813,0.7,TRUE,6.667539,4,TRUE,TRUE,8,4,CUES_March242022_a_top_100_1-250025.CSV,CC BY-NC,V2.49,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,361ea523b48d29e1f8184eaaed2ad2f3,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
26,1,,,-8715,-11689,<50,200-300,fiber/filament,translucent,,,26,V2.99,9c89ac3199ea3feb89470490b9547695,0.825297,0.7,TRUE,4.999212,4,TRUE,TRUE,2,8,CUES_March242022_a_top_100_26-500001.CSV,CC BY-NC,V2.99,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,cc50ad0d5e7a420868e7150b467300da,3.79458,win cowger and sebastian primpke,ftir,fibre_indian_raw_cotton,"polymer, minerals, organic materials",reflectance_4_h8_0,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_indian_raw_cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.987149
27,2,,,-8648,-11013,<50,500-600,fiber/filament,translucent,,,27,V2.100,e42f6ddbda160f2a9b764f2a3475ce9e,0.8417,0.7,TRUE,4.583273,4,TRUE,TRUE,3,8,CUES_March242022_a_top_100_26-500002.CSV,CC BY-NC,V2.100,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,cd748e18cb82a9fa0d24030617d7da21,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
28,3,,,-8431,-9129,100-200,200-300,fragment,brown,translucent-brown,,28,V2.101,b08cc334650263edc924e6e07e33928c,0.808679,0.7,TRUE,6.683834,4,TRUE,TRUE,4,8,CUES_March242022_a_top_100_26-500003.CSV,CC BY-NC,V2.101,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,dbd8dccc4dc65dc69cac9fa26640f655,6.110954,kimmel_center,ftir,olive pit fresh_peel,"organic materials, minerals, archeology",./olive pit outer cuticle.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/05/2008 17:57:12,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.796511
29,4,,,-8836,-8390,100-200,100-200,film,translucent,,,29,V2.102,0c64a7e3a61b050f18b3001ccc1a29ca,0.944947,0.7,TRUE,34.48676,4,TRUE,TRUE,5,8,CUES_March242022_a_top_100_26-500004.CSV,CC BY-NC,V2.102,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8330851c6cff9d33a1a805dd2b92e614,62.84111,win cowger and sebastian primpke,ftir,ldpe,"polymer, minerals, organic materials",transmission_2_a6_3,,,,,,,,,transmission,,,,,,,clear,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,bag,california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(ethylene),polyolefins (polyalkenes),0.986969
30,5,,,-8520,-7064,<50,600-700,fiber/filament,translucent,,,30,V2.103,9c89ac3199ea3feb89470490b9547695,0.816924,0.7,TRUE,3.403695,4,FALSE,FALSE,6,8,CUES_March242022_a_top_100_26-500005.CSV,CC BY-NC,V2.103,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,642cf02d697333bc28e6564b08f4ffa9,3.79458,win cowger and sebastian primpke,ftir,fibre_indian_raw_cotton,"polymer, minerals, organic materials",reflectance_4_h8_0,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_indian_raw_cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.987149
31,6,,,-8119,-7971,200-300,200-300,fragment,brown,translucent-brown,,31,V2.104,20e7623e4a4ef9243806aba7e9cd0133,0.843622,0.7,TRUE,4.320065,4,TRUE,TRUE,7,8,CUES_March242022_a_top_100_26-500006.CSV,CC BY-NC,V2.104,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ffd8932408308db0192e3a09d85f482f,343.8589,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279
32,7,,,-8213,-8835,100-200,400-500,fragment,white ,translucent-white,,32,V2.105,ce50f6e46198066847def3525d475688,0.842814,0.7,TRUE,6.399924,4,TRUE,TRUE,8,8,CUES_March242022_a_top_100_26-500007.CSV,CC BY-NC,V2.105,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,74ddd30bbf2e0edd2335c2075c3616b2,14.00541,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",atr_7_f8_1,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.989042
33,8,,,-8411,-10533,<50,400-500,fiber/filament,translucent,,,33,V2.106,f121ee703a9eb3bbd6b0e5497f4a9f7a,0.856222,0.7,TRUE,5.990489,4,TRUE,TRUE,9,8,CUES_March242022_a_top_100_26-500008.CSV,CC BY-NC,V2.106,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ad2f6b5583884957fa6a2eb0ae7d07f7,3.736104,win cowger and sebastian primpke,ftir,fibre_cotton_combers,"polymer, minerals, organic materials",transmission_4_h4_0,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_combers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.869388
34,9,,,-8109,-10740,50-100,50-100,fragment,brown,,,34,V2.107,fc93c81cc2f0f5cf2a18161ba9fd2695,0.804643,0.7,TRUE,18.37261,4,TRUE,TRUE,10,8,CUES_March242022_a_top_100_26-500009.CSV,CC BY-NC,V2.107,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,05c12fe0d1bab8caa9a007e4c779577f,29.6373,moore institute for plastic pollution research,ftir,muscovite,polymers and minerals,mippr_332739 - muscovite.rds,,,,,,,,,reflectance,,,,,,nicolet in10,,,,,,,,,,,,,,,,,,,moore institute for plastic pollution research,,,,,,,,,,,,,,,,,,,,,,,cc by-nc,166,169,427,0,4,bip,"0.000025000, 0.000025000","minerals may not be exact match to material listed as they were extracted from mineral aggregates containing the listed material, so they may just be spatially related.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,mineral,not plastic,,mineral,0.964307
35,10,,,-7867,-15949,100-200,100-200,fragment,white ,,,35,V2.108,5b0dd79fa633a504d5097262ae528e6a,0.809759,0.7,TRUE,8.582021,4,TRUE,TRUE,11,8,CUES_March242022_a_top_100_26-500010.CSV,CC BY-NC,V2.108,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,042066ff19d25b2cf870e941d9edb22a,487.5065,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.989719
36,11,,,-8252,-17794,50-100,50-100,fragment,brown,,,36,V2.109,8b652374b67d0b62bfaf6cce01d1c775,0.844586,0.7,TRUE,10.41759,4,TRUE,TRUE,12,8,CUES_March242022_a_top_100_26-500011.CSV,CC BY-NC,V2.109,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,d945b24e16b4e1cac23fb6c3608ae3c0,10.48966,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_3,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.965029
37,12,,,-7873,-14578,<50,100-200,fiber/filament,translucent,,,37,V2.110,8595cd557932c2040b292ea03c46b519,0.804561,0.7,TRUE,5.966625,4,TRUE,TRUE,13,8,CUES_March242022_a_top_100_26-500012.CSV,CC BY-NC,V2.110,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,60ee6d09e2910208200d9f368585fb4d,32.28024,kimmel_center,ftir,schist-ward's-45-e-3120-27-kbr,"organic materials, minerals, archeology",./schist (rock)-ward's-45-e-3120-27.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.9285,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/06/2011 11:08:32,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.893649
38,13,,,-7816,-12666,50-100,100-200,fragment,translucent,,,38,V2.111,e42f6ddbda160f2a9b764f2a3475ce9e,0.871344,0.7,TRUE,4.361968,4,TRUE,TRUE,14,8,CUES_March242022_a_top_100_26-500013.CSV,CC BY-NC,V2.111,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,fd133bfbe420b05bc54ec627e5c76cc4,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
39,14,,,-7234,-7568,100-200,300-400,fragment,brown,,,39,V2.112,45e6b3d089c8f1eb3526bf27c9cdb633,0.786555,0.7,TRUE,3.876941,4,FALSE,FALSE,1,9,CUES_March242022_a_top_100_26-500014.CSV,CC BY-NC,V2.112,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,d31ea87f89af7f75df5a3568e17ecdfb,15.06957,kimmel_center,ftir,recent pollen 3 pinus,"organic materials, minerals, archeology",./pollen 3 pinus recent.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.96423,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.904896
40,15,,,-7353,-5654,<50,400-500,fiber/filament,translucent,,,40,V2.113,679cbeecfe6ca6c0b6538be74664ceb2,0.785064,0.7,TRUE,5.100925,4,TRUE,TRUE,2,9,CUES_March242022_a_top_100_26-500015.CSV,CC BY-NC,V2.113,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,059fad3a3baa65d793836a33e426c816,4.59881,win cowger and sebastian primpke,ftir,fibre_poplar_down,"polymer, minerals, organic materials",reflectance_5_a10_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_poplar_down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.988249
41,16,,,7181,-5688,100-200,100-200,film,translucent,,,41,V2.114,9579ab6fccd4e084aeb295969779b046,0.905388,0.7,TRUE,37.92395,4,TRUE,TRUE,3,9,CUES_March242022_a_top_100_26-500016.CSV,CC BY-NC,V2.114,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,44bfb80fa3b23db382a19a1f0c1fde7f,12.37651,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_0,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.975207
42,17,,,-7015,-5860,100-200,300-400,fragment,brown,,,42,V2.115,7a3f4208d240a140b925abaa74a50fc1,0.82103,0.7,TRUE,4.773318,4,TRUE,TRUE,4,9,CUES_March242022_a_top_100_26-500017.CSV,CC BY-NC,V2.115,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,dbfbec4de4fe71a2323ae255b7aadf11,7.762331,win cowger and sebastian primpke,ftir,fibre_linen,"polymer, minerals, organic materials",reflectance_4_h9_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.954398
43,18,,,-7207,-14651,100-200,100-200,fragment,white ,interesting spectra,,43,V2.116,e5b04218d6c096c816da308d116cd6ff,0.77626,0.7,TRUE,20.32917,4,TRUE,TRUE,5,9,CUES_March242022_a_top_100_26-500018.CSV,CC BY-NC,V2.116,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,69a253e662e8f193529c55e55c875f26,15.96243,usda,ftir,soil,soil,107708xs02_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.979673
44,19,,,-7420,-17915,50-100,100-200,fragment,brown,,,44,V2.117,01753a31301e577c5d672fece8b9f15c,0.814438,0.7,TRUE,4.029462,4,TRUE,TRUE,6,9,CUES_March242022_a_top_100_26-500019.CSV,CC BY-NC,V2.117,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,7699f9235ac5e89c9646be34dd73ea26,4.501921,win cowger and sebastian primpke,ftir,fibre_indian_raw_cotton,"polymer, minerals, organic materials",reflectance_4_h8_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_indian_raw_cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.977186
45,20,,,-7076,-19300,<50,100-200,fiber/filament,translucent,,,45,V2.118,e42f6ddbda160f2a9b764f2a3475ce9e,0.869583,0.7,TRUE,5.773069,4,TRUE,TRUE,7,9,CUES_March242022_a_top_100_26-500020.CSV,CC BY-NC,V2.118,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,5499b873e534c634c5941450d0761aa6,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
46,21,,,-7290,-19625,50-100,100-200,fragment,brown,,,46,V2.119,e1f018466a6335325bc89f0cfac451ad,0.636885,0.7,FALSE,4.029826,4,TRUE,FALSE,8,9,CUES_March242022_a_top_100_26-500021.CSV,CC BY-NC,V2.119,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,268083f16196aa2a16b48c64356ae934,4.008161,win cowger and sebastian primpke,ftir,fibre_poplar_down,"polymer, minerals, organic materials",transmission_4_h11_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_poplar_down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.953285
47,22,,,-6505,-14389,100-200,100-200,fragment,brown,,,47,V2.120,fb5ae187725886e963763a178a62fa80,0.827465,0.7,TRUE,8.730877,4,TRUE,TRUE,9,9,CUES_March242022_a_top_100_26-500022.CSV,CC BY-NC,V2.120,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,da6ad31819ebaa88160d5ff4efae7f31,10.48144,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",reflectance_4_e9_2,,,,,,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.852566
48,23,,,-6840,-8486,50-100,100-200,fragment,brown,,,48,V2.121,45e6b3d089c8f1eb3526bf27c9cdb633,0.825346,0.7,TRUE,6.408536,4,TRUE,TRUE,10,9,CUES_March242022_a_top_100_26-500023.CSV,CC BY-NC,V2.121,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4362dd4303a7e5e82f403ce7c51e5764,15.06957,kimmel_center,ftir,recent pollen 3 pinus,"organic materials, minerals, archeology",./pollen 3 pinus recent.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.96423,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.904896
49,24,,,-6590,-6255,<50,300-400,fiber/filament,translucent,,,49,V2.122,e42f6ddbda160f2a9b764f2a3475ce9e,0.823998,0.7,TRUE,6.49174,4,TRUE,TRUE,11,9,CUES_March242022_a_top_100_26-500024.CSV,CC BY-NC,V2.122,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,655d6209f5dbaff593366bac3f0d709d,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
50,25,,,-6688,-5526,50-100,50-100,fragment,white ,,,50,V2.123,5b0dd79fa633a504d5097262ae528e6a,0.838673,0.7,TRUE,8.753156,4,TRUE,TRUE,12,9,CUES_March242022_a_top_100_26-500025.CSV,CC BY-NC,V2.123,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,9d9a0d8909d9b2c4d6122582b32f28cf,487.5065,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.989719
51,1,,,6076,-4783,50-100,100-200,fragment,translucent,,,51,V2.124,0610014ebe37c2e7a95391f6d5d3c2f6,0.892515,0.7,TRUE,20.06584,4,TRUE,TRUE,13,9,CUES_March242022_a_top_100_51-750001.CSV,CC BY-NC,V2.124,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,1ad60465dd7b775b093d908568d539f2,288.0037,primpke et al. 2018,ftir,ethylene ethyl acrylate,"polymer, minerals, organic materials",68primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,"white, transparent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beads,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other plastic,plastic,,organic matter,0.96877
