particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
26,1,-5337,-4816,-5426,-3413,50-100,200-300,fragment,translucent,,,26,V2.49,f002d5e4d554c38cfea644f0f49bd3ec,0.816768488,0.7,TRUE,5.983848442,4,TRUE,TRUE,2,5,MeeksBay_March232022_1_100_26-500001.CSV,CC BY-NC,V2.49,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e396fd9f8a3426b3243a89e90ad6baf6,6.511563941,usda,ftir,soil,soil,297982xn01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989121252
27,2,-5110,-12554,-4550,-12049,100-200,100-200,fragment,brown,,,27,V2.50,8f99c23ab1c54b09fc3773bd1e3aa315,0.887425687,0.7,TRUE,6.951872449,4,TRUE,TRUE,3,5,MeeksBay_March232022_1_100_26-500002.CSV,CC BY-NC,V2.50,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,425ee28c828c16792ff4e7913e14587b,7.192534475,usda,ftir,soil,soil,127397xs01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.975473611
28,3,-4746,-18710,-3210,-18230,<50,50-100,fragment,brown,,,28,V2.51,78207d4d251b45537a8e3db5c6af897a,0.870294887,0.7,TRUE,8.184635555,4,TRUE,TRUE,4,5,MeeksBay_March232022_1_100_26-500003.CSV,CC BY-NC,V2.51,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,eacb7dec869b0ddf5c3e9d7c729a0911,12.75960238,win cowger and sebastian primpke,ftir,fibre_cocoanut,"polymer, minerals, organic materials",transmission_5_a2_3,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cocoanut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.828473467
29,4,-4721,-16491,-3771,-17230,<50,200-300,fiber/filament,translucent,,,29,V2.52,61ad2f0ae68fb82c4c5dcbfe6a19a7d8,0.73980665,0.7,TRUE,3.725175581,4,FALSE,FALSE,5,5,MeeksBay_March232022_1_100_26-500004.CSV,CC BY-NC,V2.52,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4ca548ee597c001f827767819cfca03d,4.152420273,win cowger and sebastian primpke,ftir,viscose,"polymer, minerals, organic materials",reflectance_5_b2_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,other plastic,plastic,,other plastic,0.965584001
30,5,-4408,-9912,-4027,-10112,<50,400-500,fiber/filament,translucent,,,30,V2.53,e42f6ddbda160f2a9b764f2a3475ce9e,0.865550789,0.7,TRUE,9.145246743,4,TRUE,TRUE,6,5,MeeksBay_March232022_1_100_26-500005.CSV,CC BY-NC,V2.53,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,2b562191a6a26c58b3764709ac40e109,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
31,6,-4407,-9217,-4299,-8791,100-200,100-200,fragment,brown,white-brown,,31,V2.54,a5d4409e1aafdc15e5def6b2cba387ee,0.787502794,0.7,TRUE,5.072601419,4,TRUE,TRUE,7,5,MeeksBay_March232022_1_100_26-500006.CSV,CC BY-NC,V2.54,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,0400b36bdeff4af11bf6546da3ae874d,6.670444707,aline carvalho,ftir,polypropylene,polymers,polypropylene_88_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.903104787
32,7,-4266,-17253,-3596,-17012,50-100,50-100,fragment,brown,,,32,V2.55,0cfe6a7635552349434e362ddfcdafb5,0.814947572,0.7,TRUE,3.930563792,4,FALSE,FALSE,8,5,MeeksBay_March232022_1_100_26-500007.CSV,CC BY-NC,V2.55,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,a4c4effaa35e0b0432392e17d672388b,7.92701017,primpke et al. 2018,ftir,fibre linen,"polymer, minerals, organic materials",117primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibre,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.931973835
33,8,-3807,-10829,-3634,-11245,<50,100-200,fiber/filament,translucent,translucent-gray,,33,V2.56,e42f6ddbda160f2a9b764f2a3475ce9e,0.826907612,0.7,TRUE,5.620303969,4,TRUE,TRUE,9,5,MeeksBay_March232022_1_100_26-500008.CSV,CC BY-NC,V2.56,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,151cd2e1bd7227d12c335a411b2f787e,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
34,9,-3661,-21435,-4136,-21372,<50,50-100,fragment,brown,,,34,V2.57,45e6b3d089c8f1eb3526bf27c9cdb633,0.843144771,0.7,TRUE,9.054790984,4,TRUE,TRUE,10,5,MeeksBay_March232022_1_100_26-500009.CSV,CC BY-NC,V2.57,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6c2edd693b4bbd1de1e651e0a7f88a4d,15.06956612,kimmel_center,ftir,recent pollen 3 pinus,"organic materials, minerals, archeology",./pollen 3 pinus recent.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.964233,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/8/2010 15:48,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.904896176
35,10,-3642,-4231,-3711,-3574,<50,100-200,fiber/filament,translucent,,,35,V2.58,e42f6ddbda160f2a9b764f2a3475ce9e,0.861798462,0.7,TRUE,5.076892797,4,TRUE,TRUE,11,5,MeeksBay_March232022_1_100_26-500010.CSV,CC BY-NC,V2.58,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f7a215cae3db9417901f581d60b9f6ab,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
36,11,-3635,-17818,-3406,-17909,50-100,50-100,fragment,brown,,,36,V2.59,33b07154e329d8dd80f89251d3b3c9ae,0.871431579,0.7,TRUE,10.25910192,4,TRUE,TRUE,12,5,MeeksBay_March232022_1_100_26-500011.CSV,CC BY-NC,V2.59,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,7dd8d4a2872ae869e0f25477296fc55e,12.80183921,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_1,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.9760732
37,12,-3546,-16663,-2708,-18200,100-200,100-200,film,translucent,,,37,V2.60,8b652374b67d0b62bfaf6cce01d1c775,0.821830243,0.7,TRUE,12.12743147,4,TRUE,TRUE,1,6,MeeksBay_March232022_1_100_26-500012.CSV,CC BY-NC,V2.60,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,fdf12a6b393a97324793850156794665,10.48965705,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_3,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.965028649
38,13,-3386,-3475,-2552,-3383,<50,1000-2000,fiber/filament,translucent,,,38,V2.61,b2c045844d84dac75d8c3229375d753a,0.883327458,0.7,TRUE,8.762590919,4,TRUE,TRUE,2,6,MeeksBay_March232022_1_100_26-500013.CSV,CC BY-NC,V2.61,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,33b026e0f85f756c61df02701d8c66a2,18.8702294,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970597704
39,14,-3349,-3461,-3901,-2962,200-300,600-700,fragment,brown,,,39,V2.62,20e7623e4a4ef9243806aba7e9cd0133,0.822332781,0.7,TRUE,4.587409609,4,TRUE,TRUE,3,6,MeeksBay_March232022_1_100_26-500014.CSV,CC BY-NC,V2.62,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,84908810572b3ca76ab497177f1a3fd6,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
40,15,-3138,-17410,-2003,-18464,<50,50-100,fiber/filament,translucent,,,40,V2.63,62e2cdd70797e7571038172e1a243b10,0.800958811,0.7,TRUE,22.53341783,4,TRUE,TRUE,4,6,MeeksBay_March232022_1_100_26-500015.CSV,CC BY-NC,V2.63,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,2bc9011a8b08e3dfffcbfe8cef301dd6,60.54761964,"flopp, de frond et al. 2021",ftir,pet 10. purple fiber bundle,polymers,pet 10. purple fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:44:41,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,polyterephthalates,plastic,poly(ethylene terephthalate),polyterephthalates,0.982014731
41,16,-2596,-17478,-1700,-16072,100-200,100-200,fragment,translucent,translucent-brown,,41,V2.64,5b0dd79fa633a504d5097262ae528e6a,0.804290922,0.7,TRUE,9.401051424,4,TRUE,TRUE,5,6,MeeksBay_March232022_1_100_26-500016.CSV,CC BY-NC,V2.64,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,452bed833f0074dc8b496e9b116cb4cb,487.5064542,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2007 9:13,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.98971893
42,17,-2544,-14709,-1983,-14569,50-100,50-100,fragment,brown,,,42,V2.65,df48dfe89390c343ccb8c83d2fcea8e0,0.709910849,0.7,TRUE,6.288235695,4,TRUE,TRUE,6,6,MeeksBay_March232022_1_100_26-500017.CSV,CC BY-NC,V2.65,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,594e1d6d6c31211068e1768aeac6e525,170.320581,kimmel_center,ftir,collagen (bone fossil 8),"organic materials, minerals, archeology",./collagen (bone fossil insoluble 8).dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/01/2007 09:21:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989134499
43,18,-2448,-21548,-2449,-21547,100-200,100-200,fragment,black,gray,,43,V2.66,20e7623e4a4ef9243806aba7e9cd0133,0.79021706,0.7,TRUE,6.706512867,4,TRUE,TRUE,7,6,MeeksBay_March232022_1_100_26-500018.CSV,CC BY-NC,V2.66,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6887b8205e1b0cc944997b35311103cc,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
44,19,-2444,-16434,726,-14493,500-600,800-900,fragment,brown,,,44,V2.67,45e6b3d089c8f1eb3526bf27c9cdb633,0.849684058,0.7,TRUE,6.493121265,4,TRUE,TRUE,8,6,MeeksBay_March232022_1_100_26-500019.CSV,CC BY-NC,V2.67,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,81e1a160abb2236d9d5b77a4febae666,15.06956612,kimmel_center,ftir,recent pollen 3 pinus,"organic materials, minerals, archeology",./pollen 3 pinus recent.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-0.964233,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/8/2010 15:48,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.904896176
45,20,-2403,-9805,-2391,-9319,50-100,50-100,fragment,brown,,,45,V2.68,dc999d6b9b31f245d8192ba500a3295c,0.78778314,0.7,TRUE,17.47680715,4,TRUE,TRUE,9,6,MeeksBay_March232022_1_100_26-500020.CSV,CC BY-NC,V2.68,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b3b7efd9dbbf9a988f4a86bf92d006db,10.2009115,win cowger and sebastian primpke,ftir,fibre_cocoanut,"polymer, minerals, organic materials",transmission_5_a2_0,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cocoanut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.816285625
46,21,-2263,-12405,-2500,-12020,<50,300-400,fiber/filament,translucent,,,46,V2.69,e42f6ddbda160f2a9b764f2a3475ce9e,0.782438566,0.7,TRUE,5.324522292,4,TRUE,TRUE,10,6,MeeksBay_March232022_1_100_26-500021.CSV,CC BY-NC,V2.69,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6ac76c1caa6e3bf2923faf822d4a57fc,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
47,22,-2159,-3498,-2003,-3493,50-100,100-200,film,brown,,,47,V2.70,f810103e05c75bbbc7a9180214e5051e,0.805277679,0.7,TRUE,5.110525136,4,TRUE,TRUE,11,6,MeeksBay_March232022_1_100_26-500022.CSV,CC BY-NC,V2.70,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,58c75721f2bcc71c65666af5e84c36d4,34.55024884,kimmel_center,ftir,"fulvic acid (soli masmia, israel; a. nissenbaum)","organic materials, minerals, archeology","./fulvic acid (soli masmia, israel, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/2/2007 9:07,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.967719567
48,23,-1995,-12333,-2381,-11695,<50,600-700,fiber/filament,translucent,,,48,V2.71,b0993da46414dda2c72c4ad7d6d0418d,0.845498962,0.7,TRUE,7.814884999,4,TRUE,TRUE,12,6,MeeksBay_March232022_1_100_26-500023.CSV,CC BY-NC,V2.71,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,27a7d5b49fe29230cf0b1b653738b792,6.301104368,moore institute for plastic pollution research,ftir,pest,polymers and minerals,mippr_336287na,,,,,,,,,reflectance,,,,,,nicolet in10,,,,,,,,,,,,,,,,,,,moore institute for plastic pollution research,,,,,,,,,,,,,,,,,,,,,,,cc by-nc,376,427,427,0,4,bip,"0.000025000, 0.000025000","microplastic particles scanned with ultrafast scanning, reduced to ~30 representative spectra from hundreds of thousands of spectra",,,,,,,,,,,,,,,,,,,,,,heather szafranski,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyesters,plastic,,polyesters,0.97888548
49,24,-1891,-7613,-1790,-8414,100-200,100-200,fragment,brown,,,49,V2.72,93d091f14fd14c94b8b5f6eab47439ad,0.627151916,0.7,FALSE,10.09907488,4,TRUE,FALSE,1,7,MeeksBay_March232022_1_100_26-500024.CSV,CC BY-NC,V2.72,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,ca68ecf805c20d4d88eee74be12b4dea,11.55103865,usda,ftir,soil,soil,26960xs03_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989307365
50,25,-1490,-10526,-1472,-10598,100-200,100-200,fragment,black,,,50,V2.73,f8109fc94e1436b9571660cd0d1910b6,0.787015403,0.7,TRUE,7.232965255,4,TRUE,TRUE,2,7,MeeksBay_March232022_1_100_26-500025.CSV,CC BY-NC,V2.73,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,af19d6da62d7e4b0286010db1b1f1c15,24.21710143,win cowger and sebastian primpke,ftir,coal,"polymer, minerals, organic materials",reflectance_4_c5_0,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,found missing wwtp check,coal,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,other material,not plastic,,other material,0.971863303
51,1,-1034,-7064,-2032,-5871,<50,200-300,fiber/filament,translucent,,,51,V2.74,f121ee703a9eb3bbd6b0e5497f4a9f7a,0.847482962,0.7,TRUE,3.580648653,4,FALSE,FALSE,3,7,MeeksBay_March232022_1_100_51-750001.CSV,CC BY-NC,V2.74,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,adf3001209eb5ab7a308ab794f11547f,3.736104313,win cowger and sebastian primpke,ftir,fibre_cotton_combers,"polymer, minerals, organic materials",transmission_4_h4_0,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_combers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.869387986
